slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,AvgTur,AvgDrg,AvgBrns,AvgLgth,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
48647,vs KT,LCK Main,BeryL,SUP,P,DWG,3,-1225.0,92.6%,8000,1.3,2.6,7.8,66.7,0.0,0.0,0.0,32:06,19.7,86.0,46.5,26.5,46.23,46.23,100,,43,5.8
48647,vs GEN,LCK Main,Spirit,JNG,P,AF,3,410.0,19.6%,7900,1.8,2.5,6.1,174.2,0.0,0.0,0.0,33:59,0.0,74.4,47.7,31.5,27.17,27.17,100,,34,3.4
48647,vs KT,LCK Main,DAMWON Gaming,TEAM,Y,DWG,3,-1225.0,92.6%,7900,0.0,0.0,0.0,0.0,7.2,2.5,0.7,31:10,36.1,82.3,41.9,18.5,54.57,54.57,100,,56,6.9
48647,vs DWG,LCK Main,Ucal,MID,P,KT,3,1225.0,7.5%,7800,2.5,2.2,4.2,297.4,0.0,0.0,0.0,33:57,0.0,43.1,49.9,26.2,3.79,3.79,100,,47,0.5
48647,vs AF,LCK Main,Life,SUP,P,GEN,3,-410.0,80.6%,7700,0.6,1.9,8.7,40.5,0.0,0.0,0.0,32:21,18.6,74.9,53.0,22.5,41.14,41.14,100,,58,5.3
48647,vs AF,LCK Main,Gen.G,TEAM,Y,GEN,3,-410.0,80.6%,7700,0.0,0.0,0.0,0.0,7.4,2.8,0.7,32:13,35.7,75.2,47.5,15.8,51.51,51.51,100,,67,6.7
48647,vs GEN,LCK Main,Kiin,TOP,P,AF,3,410.0,19.6%,7500,2.4,2.8,4.5,281.1,0.0,0.0,0.0,33:49,7.3,71.8,50.6,25.8,33.13,33.13,100,,49,4.4
48647,vs DWG,LCK Main,bonO,JNG,D,KT,3,1225.0,7.5%,7400,1.8,2.3,6.0,172.8,0.0,0.0,0.0,32:31,0.0,40.8,47.0,27.2,0.0,0.0,100,,42,0.0
48647,vs GEN,LCK Main,Dread,JNG,D,AF,3,410.0,19.6%,7400,1.1,2.7,4.6,167.8,0.0,0.0,0.0,34:04,0.0,37.7,27.3,25.1,0.0,0.0,100,,8,0.0
48647,vs GEN,LCK Main,Afreeca Freecs,TEAM,Y,AF,3,410.0,19.6%,7400,0.0,0.0,0.0,0.0,4.9,2.2,0.5,33:49,7.3,55.8,31.6,19.4,26.74,26.74,100,,39,3.6
48647,vs DWG,LCK Main,Smeb,TOP,P,KT,3,1225.0,7.5%,7300,2.8,2.6,4.8,228.3,0.0,0.0,0.0,33:25,0.0,79.3,50.5,31.9,31.4,31.4,100,,37,4.3
48647,vs DWG,LCK Main,KT Rolster,TEAM,Y,KT,3,1225.0,7.5%,7200,0.0,0.0,0.0,0.0,5.3,2.4,0.5,32:09,6.0,55.0,33.5,19.6,25.62,25.62,100,,41,3.6
48647,vs GEN,LCK Main,Ben,SUP,P,AF,3,410.0,19.6%,7200,0.3,2.9,7.8,28.9,0.0,0.0,0.0,33:33,0.0,61.2,40.0,27.5,19.95,19.95,100,,31,2.8
48647,vs DWG,LCK Main,Malrang,JNG,P,KT,3,1225.0,7.5%,7000,1.7,3.3,5.7,160.1,0.0,0.0,0.0,33:11,0.0,52.5,27.9,22.6,18.63,18.63,100,,19,2.7
48647,vs DWG,LCK Main,SoHwan,TOP,D,KT,3,1225.0,7.5%,7000,1.7,2.1,4.0,256.2,0.0,0.0,0.0,32:03,0.0,38.3,42.3,25.5,0.0,0.0,100,,40,0.0
48647,vs DWG,LCK Main,TusiN,SUP,P,KT,3,1225.0,7.5%,6900,0.5,2.3,7.4,43.0,0.0,0.0,0.0,32:03,0.0,57.0,40.6,23.6,21.56,21.56,100,,42,3.1
48647,vs KT,LCK Main,Hoit,SUP,D,DWG,3,-1225.0,92.6%,6200,0.3,1.6,4.0,31.5,0.0,0.0,0.0,30:49,0.0,31.2,21.1,20.8,0.0,0.0,100,,1,0.0
48647,vs AF,LCK Main,Kellin,SUP,D,GEN,3,-410.0,80.6%,6200,0.2,2.2,6.0,30.5,0.0,0.0,0.0,33:41,0.0,48.0,30.6,32.0,0.0,0.0,100,,0,0.0
48647,vs DWG,LCK Main,Ray,TOP,D,KT,3,1225.0,7.5%,6200,1.1,3.1,2.1,233.5,0.0,0.0,0.0,31:59,0.0,46.1,21.4,30.7,0.0,0.0,100,,0,0.0
48647,vs KT,LCK Main,Flame,TOP,D,DWG,3,-1225.0,92.6%,6200,,,,,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0
48647,vs KT,LCK Main,Nuclear,ADC,D,DWG,3,-1225.0,92.6%,6200,2.2,1.6,3.6,296.0,0.0,0.0,0.0,31:55,0.0,38.7,43.0,25.8,0.0,0.0,100,,40,0.0
48647,vs GEN,LCK Main,Hoon,TOP,D,AF,3,410.0,19.6%,6200,,,,,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0
48647,vs GEN,LCK Main,All iN,MID,D,AF,3,410.0,19.6%,6200,3.2,1.3,3.9,260.9,0.0,0.0,0.0,33:00,0.0,28.8,52.3,19.2,0.0,0.0,100,,63,0.0
48647,vs GEN,LCK Main,Jelly,SUP,D,AF,3,410.0,19.6%,6200,0.9,3.1,5.9,42.3,0.0,0.0,0.0,34:05,0.0,26.9,29.4,17.9,0.0,0.0,100,,39,0.0
48647,vs GEN,LCK Main,SS,ADC,D,AF,3,410.0,19.6%,6200,1.5,2.0,1.5,351.8,0.0,0.0,0.0,40:56,0.0,21.9,21.6,14.6,0.0,0.0,100,,0,0.0
48647,vs KT,LCK Main,Ghost - STAR,ADC,P,DWG,3,-1225.0,92.6%,10400,3.3,1.8,6.1,274.6,0.0,0.0,0.0,31:57,28.4,107.4,61.9,31.6,90.03,90.03,100,,49,5.8
48647,vs AF,LCK Main,Ruler - STAR,ADC,P,GEN,3,-410.0,80.6%,9800,4.6,1.3,5.0,320.8,0.0,0.0,0.0,32:19,43.8,109.8,77.5,26.4,105.24,105.24,100,,66,7.2
48647,vs KT,LCK Main,ShowMaker - STAR,MID,P,DWG,3,-1225.0,92.6%,9500,3.5,1.2,6.0,273.9,0.0,0.0,0.0,31:57,39.7,120.2,65.1,32.2,107.85,107.85,100,,51,7.6
48647,vs AF,LCK Main,Bdd - STAR,MID,P,GEN,3,-410.0,80.6%,9200,3.7,1.3,6.0,277.3,0.0,0.0,0.0,32:19,46.2,103.5,74.6,22.9,103.68,103.68,100,,69,7.5
48647,vs GEN,LCK Main,Mystic - STAR,ADC,P,AF,3,410.0,19.6%,9200,3.7,2.5,4.2,321.7,0.0,0.0,0.0,33:29,6.9,90.4,62.2,33.4,60.39,60.39,100,,46,4.4
48647,vs DWG,LCK Main,Aiming - STAR,ADC,P,KT,3,1225.0,7.5%,8900,4.1,1.6,4.2,319.2,0.0,0.0,0.0,32:16,11.6,94.6,66.8,33.2,67.17,67.17,100,,50,5.0
48647,vs KT,LCK Main,Canyon - STAR,JNG,P,DWG,3,-1225.0,92.6%,8700,2.2,2.1,6.7,177.1,0.0,0.0,0.0,31:57,28.7,100.4,53.7,28.7,86.09,86.09,100,,47,6.6
48647,vs GEN,LCK Main,Fly - STAR,MID,P,AF,3,410.0,19.6%,8600,2.3,2.3,5.2,260.3,0.0,0.0,0.0,33:55,2.7,81.4,51.7,31.5,51.26,51.26,100,,39,4.0
48647,vs DWG,LCK Main,Kuro - STAR,MID,D,KT,3,1225.0,7.5%,8400,2.1,1.6,5.1,264.1,0.0,0.0,0.0,32:01,0.0,38.0,52.5,25.3,0.0,0.0,100,,52,0.0
48647,vs KT,LCK Main,Nuguri - STAR,TOP,P,DWG,3,-1225.0,92.6%,8400,3.4,2.9,4.8,278.3,0.0,0.0,0.0,31:57,30.1,105.1,56.7,30.0,90.18,90.18,100,,47,7.2
48647,vs AF,LCK Main,Clid - STAR,JNG,P,GEN,3,-410.0,80.6%,8300,2.5,1.9,7.3,177.3,0.0,0.0,0.0,32:19,36.5,96.8,66.6,24.1,90.92,90.92,100,,64,7.3
48647,vs AF,LCK Main,Rascal - STAR,TOP,P,GEN,3,-410.0,80.6%,8000,2.7,1.9,6.1,266.3,0.0,0.0,0.0,32:19,36.8,96.8,65.8,24.0,91.25,91.25,100,,64,7.6
48647,vs KT,LCK Main,BeryL - STAR,SUP,P,DWG,3,-1225.0,92.6%,8000,1.3,2.6,7.8,66.7,0.0,0.0,0.0,32:06,19.7,86.0,46.5,26.5,69.35,69.35,100,,43,5.8
48647,vs GEN,LCK Main,Spirit - STAR,JNG,P,AF,3,410.0,19.6%,7900,1.8,2.5,6.1,174.2,0.0,0.0,0.0,33:59,0.0,74.4,47.7,31.5,40.76,40.76,100,,34,3.4
48647,vs DWG,LCK Main,Ucal - STAR,MID,P,KT,3,1225.0,7.5%,7800,2.5,2.2,4.2,297.4,0.0,0.0,0.0,33:57,0.0,43.1,49.9,26.2,5.69,5.69,100,,47,0.5
48647,vs AF,LCK Main,Life - STAR,SUP,P,GEN,3,-410.0,80.6%,7700,0.6,1.9,8.7,40.5,0.0,0.0,0.0,32:21,18.6,74.9,53.0,22.5,61.71,61.71,100,,58,5.3
48647,vs GEN,LCK Main,Kiin - STAR,TOP,P,AF,3,410.0,19.6%,7500,2.4,2.8,4.5,281.1,0.0,0.0,0.0,33:49,7.3,71.8,50.6,25.8,49.7,49.7,100,,49,4.4
48647,vs DWG,LCK Main,bonO - STAR,JNG,D,KT,3,1225.0,7.5%,7400,1.8,2.3,6.0,172.8,0.0,0.0,0.0,32:31,0.0,40.8,47.0,27.2,0.0,0.0,100,,42,0.0
48647,vs GEN,LCK Main,Dread - STAR,JNG,D,AF,3,410.0,19.6%,7400,1.1,2.7,4.6,167.8,0.0,0.0,0.0,34:04,0.0,37.7,27.3,25.1,0.0,0.0,100,,8,0.0
48647,vs DWG,LCK Main,Smeb - STAR,TOP,P,KT,3,1225.0,7.5%,7300,2.8,2.6,4.8,228.3,0.0,0.0,0.0,33:25,0.0,79.3,50.5,31.9,47.1,47.1,100,,37,4.3
48647,vs GEN,LCK Main,Ben - STAR,SUP,P,AF,3,410.0,19.6%,7200,0.3,2.9,7.8,28.9,0.0,0.0,0.0,33:33,0.0,61.2,40.0,27.5,29.93,29.93,100,,31,2.8
48647,vs DWG,LCK Main,Malrang - STAR,JNG,P,KT,3,1225.0,7.5%,7000,1.7,3.3,5.7,160.1,0.0,0.0,0.0,33:11,0.0,52.5,27.9,22.6,27.95,27.95,100,,19,2.7
48647,vs DWG,LCK Main,SoHwan - STAR,TOP,D,KT,3,1225.0,7.5%,7000,1.7,2.1,4.0,256.2,0.0,0.0,0.0,32:03,0.0,38.3,42.3,25.5,0.0,0.0,100,,40,0.0
48647,vs DWG,LCK Main,TusiN - STAR,SUP,P,KT,3,1225.0,7.5%,6900,0.5,2.3,7.4,43.0,0.0,0.0,0.0,32:03,0.0,57.0,40.6,23.6,32.34,32.34,100,,42,3.1
48647,vs KT,LCK Main,Hoit - STAR,SUP,D,DWG,3,-1225.0,92.6%,6200,0.3,1.6,4.0,31.5,0.0,0.0,0.0,30:49,0.0,31.2,21.1,20.8,0.0,0.0,100,,1,0.0
48647,vs AF,LCK Main,Kellin - STAR,SUP,D,GEN,3,-410.0,80.6%,6200,0.2,2.2,6.0,30.5,0.0,0.0,0.0,33:41,0.0,48.0,30.6,32.0,0.0,0.0,100,,0,0.0
48647,vs DWG,LCK Main,Ray - STAR,TOP,D,KT,3,1225.0,7.5%,6200,1.1,3.1,2.1,233.5,0.0,0.0,0.0,31:59,0.0,46.1,21.4,30.7,0.0,0.0,100,,0,0.0
48647,vs KT,LCK Main,Flame - STAR,TOP,D,DWG,3,-1225.0,92.6%,6200,,,,,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0
48647,vs KT,LCK Main,Nuclear - STAR,ADC,D,DWG,3,-1225.0,92.6%,6200,2.2,1.6,3.6,296.0,0.0,0.0,0.0,31:55,0.0,38.7,43.0,25.8,0.0,0.0,100,,40,0.0
48647,vs GEN,LCK Main,Hoon - STAR,TOP,D,AF,3,410.0,19.6%,6200,,,,,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0
48647,vs GEN,LCK Main,All iN - STAR,MID,D,AF,3,410.0,19.6%,6200,3.2,1.3,3.9,260.9,0.0,0.0,0.0,33:00,0.0,28.8,52.3,19.2,0.0,0.0,100,,63,0.0
48647,vs GEN,LCK Main,Jelly - STAR,SUP,D,AF,3,410.0,19.6%,6200,0.9,3.1,5.9,42.3,0.0,0.0,0.0,34:05,0.0,26.9,29.4,17.9,0.0,0.0,100,,39,0.0
48647,vs GEN,LCK Main,SS - STAR,ADC,D,AF,3,410.0,19.6%,6200,1.5,2.0,1.5,351.8,0.0,0.0,0.0,40:56,0.0,21.9,21.6,14.6,0.0,0.0,100,,0,0.0
